"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Crinoidea&interval=ordovician,devonian"
"Access Time","Wed 2018-03-07 13:59:17 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Crinoidea"
"","interval","ordovician,devonian"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.412"
"Records Found","5491"
"Records Returned","5491"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"77284","occ","","","5661","Synaptocrinus nuntius","species","32526","species not entered","Synaptocrinus","genus","32526","Givetian","","387.7","382.7","347"
"77286","occ","","","5662","Eutaxocrinus whiteavesi","species","216720","","Eutaxocrinus whiteavesi","species","216720","Givetian","","387.7","382.7","347"
"77287","occ","","","5662","Synaptocrinus nuntius","species","32526","species not entered","Synaptocrinus","genus","32526","Givetian","","387.7","382.7","347"
"77288","occ","","","5662","Cyttarocrinus eriensis","species","31745","species not entered","Cyttarocrinus","genus","31745","Givetian","","387.7","382.7","347"
"77289","occ","","","5662","Aorocrinus sp.","genus","31699","","Aorocrinus","genus","31699","Givetian","","387.7","382.7","347"
"77290","occ","","","5662","Bactrocrinites fieldi","species","32072","species not entered","Bactrocrinites","genus","32072","Givetian","","387.7","382.7","347"
"77291","occ","","","5663","Cyttarocrinus eriensis","species","31745","species not entered","Cyttarocrinus","genus","31745","Givetian","","387.7","382.7","347"
"77292","occ","","","5663","Ancyrocrinus bulbosus","species","193645","","Ancyrocrinus bulbosus","species","193645","Givetian","","387.7","382.7","347"
"77293","occ","","","5663","Botryocrinus sentosus","species","217290","recombined as","Costalocrinus sentosus","species","217290","Givetian","","387.7","382.7","347"
"77294","occ","","","5663","Camerata indet.","subclass","94442","","Camerata","subclass","94442","Givetian","","387.7","382.7","347"
"77295","occ","","","5663","Gilbertsocrinus spinigerous","species","31623","species not entered","Gilbertsocrinus","genus","31623","Givetian","","387.7","382.7","347"
"77296","occ","","","5663","Kophinocrinus spiniferous","species","32218","species not entered","Kophinocrinus","genus","32218","Givetian","","387.7","382.7","347"
"77297","occ","","","5663","Zostocrinus ornatus","species","32448","species not entered","Zostocrinus","genus","32448","Givetian","","387.7","382.7","347"
"77299","occ","","","5663","Decadocrinus multinodosus","species","32131","species not entered","Decadocrinus","genus","32131","Givetian","","387.7","382.7","347"
"77327","occ","","","5664","Synaptocrinus nuntius","species","32526","species not entered","Synaptocrinus","genus","32526","Givetian","","387.7","382.7","347"
"77859","occ","","","5667","Decadocrinus ornatus","species","32131","species not entered","Decadocrinus","genus","32131","Givetian","","387.7","382.7","347"
"77889","occ","","","5669","Decadocrinus cf. ornatus","species","32131","species not entered","Decadocrinus","genus","32131","Givetian","","387.7","382.7","347"
"77904","occ","","","5670","Decadocrinus cf. ornatus","species","32131","species not entered","Decadocrinus","genus","32131","Givetian","","387.7","382.7","347"
"77910","occ","","","5671","Decadocrinus cf. ornatus","species","32131","species not entered","Decadocrinus","genus","32131","Givetian","","387.7","382.7","347"
"79482","occ","","","5767","Cyathocrinus sp.","genus","128764","","Cyathocrinus","genus","128764","Early Givetian","","388.1","383.7","357"
"79485","occ","","","5767","Eucalyptocrinus sp.","genus","126039","","Eucalyptocrinus","genus","126039","Early Givetian","","388.1","383.7","357"
"79487","occ","","","5767","Taxocrinus sp.","genus","32470","","Taxocrinus","genus","32470","Early Givetian","","388.1","383.7","357"
"79488","occ","","","5767","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Early Givetian","","388.1","383.7","357"
"80308","occ","","","5769","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","359"
"80315","occ","","","5770","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Eifelian","Givetian","393.3","382.7","360"
"80528","occ","","","5778","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Early Givetian","","388.1","383.7","357"
"80841","occ","","","5784","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Aeronian","","440.8","438.5","363"
"80857","occ","","","5785","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Aeronian","","440.8","438.5","363"
"81913","occ","","","5865","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Eifelian","","393.3","387.7","367"
"84409","occ","","","6027","Allagecrinus americanus","species","31879","species not entered","Allagecrinus","genus","31879","Late Famennian","","364.7","360.7","387"
"84410","occ","","","6027","Poteriocrinus jeffriesi","species","66119","species not entered","Poteriocrinus","genus","66119","Late Famennian","","364.7","360.7","387"
"84459","occ","","","6029","Allagecrinus americanus","species","31879","species not entered","Allagecrinus","genus","31879","Late Famennian","","364.7","360.7","387"
"84798","occ","","","6089","Thylacocrinus vannioti","species","31671","species not entered","Thylacocrinus","genus","31671","Pragian","","410.8","407.6","388"
"84811","occ","","","6093","Thylacocrinus vannioti","species","31671","species not entered","Thylacocrinus","genus","31671","Pragian","","410.8","407.6","388"
"84839","occ","","","6101","Thylacocrinus vannioti","species","31671","species not entered","Thylacocrinus","genus","31671","Pragian","","410.8","407.6","388"
"84854","occ","","","6104","Thylacocrinus vannioti","species","31671","species not entered","Thylacocrinus","genus","31671","Pragian","","410.8","407.6","388"
"84855","occ","","","6105","Thylacocrinus vannioti","species","31671","species not entered","Thylacocrinus","genus","31671","Pragian","","410.8","407.6","388"
"84878","occ","","","6115","Thylacocrinus vannioti","species","31671","species not entered","Thylacocrinus","genus","31671","Pragian","","410.8","407.6","388"
"89926","occ","","","6706","Crotalocrinites sp.","genus","32120","","Crotalocrinites","genus","32120","Silurian","","443.4","419.2","404"
"89927","occ","","","6706","Gissocrinus sp.","genus","32177","","Gissocrinus","genus","32177","Silurian","","443.4","419.2","404"
"89928","occ","","","6706","Parapisocrinus quinquelobus","species","31963","subjective synonym of, species not entered","Pisocrinus","genus","31972","Silurian","","443.4","419.2","404"
"89929","occ","","","6706","Pisocrinus gorbyi","species","31972","species not entered","Pisocrinus","genus","31972","Silurian","","443.4","419.2","404"
"89930","occ","","","6706","Pisocrinus cf. benedicti","species","31972","species not entered","Pisocrinus","genus","31972","Silurian","","443.4","419.2","404"
"89931","occ","","","6706","Inadunata indet.","infraclass","189489","","Inadunata","infraclass","189489","Silurian","","443.4","419.2","404"
"89932","occ","","","6706","Camerata indet.","subclass","94442","","Camerata","subclass","94442","Silurian","","443.4","419.2","404"
"89933","occ","","","6706","Flexibilia indet.","suborder","94456","","Flexibilia","suborder","94456","Silurian","","443.4","419.2","404"
"92403","occ","","","6861","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92411","occ","","","6862","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92419","occ","","","6863","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92429","occ","","","6865","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92527","occ","","","6873","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92540","occ","","","6874","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92557","occ","","","6875","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"92571","occ","","","6876","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","426"
"93830","occ","","","6993","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Devonian","","419.2","358.9","437"
"94704","occ","","","7094","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Chazyan","","468.1","460.9","437"
"94717","occ","","","7096","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Chazyan","","468.1","460.9","437"
"94727","occ","","","7097","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Chazyan","","468.1","460.9","437"
"94863","occ","","","7117","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","443"
"95580","occ","","","7192","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Emsian","","407.6","393.3","452"
"95978","occ","","","7196","Crotalocrinites pulcher","species","32120","species not entered","Crotalocrinites","genus","32120","Lochkovian","","419.2","410.8","453"
"95979","occ","","","7196","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Lochkovian","","419.2","410.8","453"
"102124","occ","","","8026","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Early Devonian","","419.2","393.3","533"
"102261","occ","","","8030","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Gorstian","","427.4","425.6","535"
"102266","occ","","","8031","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludlow","","427.4","423","535"
"105541","occ","","","4685","Cyclocyclicus sp.","genus","126038","","Cyclocyclicus","genus","126038","Costonian","Marshbrookian","460.9","452","286"
"105547","occ","","","4685","Pentagonocyclicus sp.","genus","126040","","Pentagonocyclicus","genus","126040","Costonian","Marshbrookian","460.9","452","286"
"109234","occ","","","7942","Pentagonocyclicus sp.","genus","126040","","Pentagonocyclicus","genus","126040","Actonian","Onnian","455.8","449.5","482"
"109543","occ","","","8299","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludfordian","","425.6","423","570"
"109592","occ","","","8303","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludfordian","","425.6","423","570"
"109644","occ","","","8307","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludfordian","","425.6","423","570"
"109680","occ","","","8308","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludfordian","","425.6","423","570"
"109710","occ","","","8309","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludfordian","","425.6","423","570"
"110016","occ","","","8322","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Ludfordian","","425.6","423","570"
"110117","occ","","","8327","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110144","occ","","","8328","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110152","occ","","","8329","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110557","occ","","","8366","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110583","occ","","","8369","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110640","occ","","","8370","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110659","occ","","","8371","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110743","occ","","","8382","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rawtheyan","","455.8","445.6","571"
"110764","occ","","","8383","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"110799","occ","","","8384","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"110884","occ","","","8387","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"110981","occ","","","8392","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"111017","occ","","","8403","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"111047","occ","","","8404","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"111084","occ","","","8405","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Hirnantian","","445.2","443.4","571"
"111126","occ","","","8407","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rhuddanian","","443.4","440.8","571"
"111156","occ","","","8408","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Rhuddanian","","443.4","440.8","571"
"114236","occ","","","8716","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114252","occ","","","8717","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114276","occ","","","8722","Ancyrocrinus bulbosus","species","193645","","Ancyrocrinus bulbosus","species","193645","Givetian","","387.7","382.7","683"
"114277","occ","","","8722","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114300","occ","","","8723","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114325","occ","","","8724","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114343","occ","","","8725","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114357","occ","","","8726","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114377","occ","","","8727","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114397","occ","","","8728","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114403","occ","","","8729","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114460","occ","","","8735","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"114497","occ","","","8739","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","683"
"116323","occ","","","8978","Ancyrocrinus bulbosus","species","193645","","Ancyrocrinus bulbosus","species","193645","Givetian","","387.7","382.7","762"
"116324","occ","","","8978","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116347","occ","","","8979","Costalocrinus sp.","genus","32115","","Costalocrinus","genus","32115","Givetian","","387.7","382.7","762"
"116348","occ","","","8979","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116374","occ","","","8980","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116404","occ","","","8982","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116430","occ","","","8983","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116445","occ","","","8984","Dolatocrinus liratus","species","31755","species not entered","Dolatocrinus","genus","31755","Givetian","","387.7","382.7","762"
"116446","occ","","","8984","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116470","occ","","","8985","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116504","occ","","","8987","Costalocrinus sp.","genus","32115","","Costalocrinus","genus","32115","Givetian","","387.7","382.7","762"
"116505","occ","","","8987","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116561","occ","","","8992","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116599","occ","","","8993","Aorocrinus sp.","genus","31699","","Aorocrinus","genus","31699","Givetian","","387.7","382.7","762"
"116600","occ","","","8993","Dolatocrinus liratus","species","31755","species not entered","Dolatocrinus","genus","31755","Givetian","","387.7","382.7","762"
"116601","occ","","","8993","Megistocrinus depressus","species","216561","","Megistocrinus depressus","species","216561","Givetian","","387.7","382.7","762"
"116602","occ","","","8993","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116632","occ","","","8994","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116647","occ","","","8995","Ancyrocrinus bulbosus","species","193645","","Ancyrocrinus bulbosus","species","193645","Givetian","","387.7","382.7","762"
"116648","occ","","","8995","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116670","occ","","","8996","Ancyrocrinus bulbosus","species","193645","","Ancyrocrinus bulbosus","species","193645","Givetian","","387.7","382.7","762"
"116671","occ","","","8996","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116708","occ","","","8999","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116727","occ","","","9000","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116752","occ","","","9001","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116767","occ","","","9002","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116813","occ","","","9003","Ancyrocrinus bulbosus","species","193645","","Ancyrocrinus bulbosus","species","193645","Givetian","","387.7","382.7","762"
"116822","occ","","","9004","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116842","occ","","","9005","Dolatocrinus liratus","species","31755","species not entered","Dolatocrinus","genus","31755","Givetian","","387.7","382.7","762"
"116843","occ","","","9005","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116879","occ","","","9006","Megistocrinus depressus","species","216561","","Megistocrinus depressus","species","216561","Givetian","","387.7","382.7","762"
"116880","occ","","","9006","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116896","occ","","","9007","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116908","occ","","","9014","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116923","occ","","","9015","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116941","occ","","","9016","Costalocrinus sp.","genus","32115","","Costalocrinus","genus","32115","Givetian","","387.7","382.7","762"
"116942","occ","","","9016","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116969","occ","","","9017","Costalocrinus sp.","genus","32115","","Costalocrinus","genus","32115","Givetian","","387.7","382.7","762"
"116970","occ","","","9017","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"116982","occ","","","9018","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"117011","occ","","","9019","Dolatocrinus liratus","species","31755","species not entered","Dolatocrinus","genus","31755","Givetian","","387.7","382.7","762"
"117012","occ","","","9019","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"117041","occ","","","9020","Costalocrinus sp.","genus","32115","","Costalocrinus","genus","32115","Givetian","","387.7","382.7","762"
"117042","occ","","","9020","Gilbertsocrinus sp.","genus","31623","","Gilbertsocrinus","genus","31623","Givetian","","387.7","382.7","762"
"117043","occ","","","9020","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"117062","occ","","","9027","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"117102","occ","","","9028","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"117125","occ","","","9029","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"117131","occ","","","9003","Costalocrinus sp.","genus","32115","","Costalocrinus","genus","32115","Givetian","","387.7","382.7","762"
"117132","occ","","","9003","Deltacrinus sp.","genus","31910","","Deltacrinus","genus","31910","Givetian","","387.7","382.7","762"
"117133","occ","","","9003","Dolatocrinus liratus","species","31755","species not entered","Dolatocrinus","genus","31755","Givetian","","387.7","382.7","762"
"117134","occ","","","9003","Megistocrinus depressus","species","216561","","Megistocrinus depressus","species","216561","Givetian","","387.7","382.7","762"
"117135","occ","","","9003","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","762"
"119804","occ","","","9352","Decadocrinus sp.","genus","32131","","Decadocrinus","genus","32131","Givetian","","387.7","382.7","806"
"119867","occ","","","9355","Decadocrinus sp.","genus","32131","","Decadocrinus","genus","32131","Givetian","","387.7","382.7","806"
"121247","occ","","","9539","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Eifelian","","393.3","387.7","827"
"121409","occ","","","9547","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Eifelian","","393.3","387.7","827"
"122191","occ","","","9614","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Eifelian","","393.3","387.7","827"
"122433","occ","","","9659","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"122475","occ","","","9663","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"122482","occ","","","9664","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"122492","occ","","","9667","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"122517","occ","","","9674","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"122597","occ","","","9704","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"122620","occ","","","9707","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123153","occ","","","9884","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123172","occ","","","9886","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123193","occ","","","9887","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123276","occ","","","9893","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123300","occ","","","9897","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123326","occ","","","9898","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123410","occ","","","9905","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123465","occ","","","9911","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123483","occ","","","9912","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123500","occ","","","9913","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123513","occ","","","9914","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123539","occ","","","9916","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123576","occ","","","9924","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123593","occ","","","9926","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123600","occ","","","9927","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"123677","occ","","","9957","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","841"
"124742","occ","","","10101","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","905"
"124743","occ","","","10101","Deltacrinus sp.","genus","31910","","Deltacrinus","genus","31910","Givetian","","387.7","382.7","905"
"124783","occ","","","10107","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","905"
"124816","occ","","","10108","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","905"
"124848","occ","","","10109","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Givetian","","387.7","382.7","905"
"125623","occ","","","10203","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125639","occ","","","10204","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125651","occ","","","10205","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125667","occ","","","10206","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125679","occ","","","10207","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125699","occ","","","10209","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125704","occ","","","10210","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125723","occ","","","10212","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125736","occ","","","10213","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125741","occ","","","10214","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125753","occ","","","10216","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125762","occ","","","10217","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125776","occ","","","10218","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125790","occ","","","10219","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125805","occ","","","10220","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125813","occ","","","10221","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125846","occ","","","10227","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125857","occ","","","10228","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125864","occ","","","10229","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125869","occ","","","10230","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125877","occ","","","10231","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125880","occ","","","10232","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125887","occ","","","10233","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125892","occ","","","10234","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125897","occ","","","10235","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125902","occ","","","10236","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125910","occ","","","10237","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"125925","occ","","","10238","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126298","occ","","","10288","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126305","occ","","","10289","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126317","occ","","","10290","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126326","occ","","","10291","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126333","occ","","","10292","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126360","occ","","","10296","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
"126373","occ","","","10298","Crinoidea indet.","class","31590","","Crinoidea","class","31590","Frasnian","","382.7","372.2","3808"
